web-scraper-order,web-scraper-start-url,cars,cars-href,price,carburant,Ville,group one,boite,puissance
"1679942027-1799","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=046&price_min=0","Camera Icon5135 000 DHBmw Serie 116d Pack SportVoitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconMarrakech","https://www.avito.ma/fr/marrakech/voitures/Bmw_Serie_116d_Pack_Sport_52614430.htm","135 000 DH","8 CV","Marrakech","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Serie 1""},{""group one"":""Kilométrage""},{""group one"":""110 000 - 119 999""},{""group one"":""Année-Modèle""},{""group one"":""2012""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Marque""},{""group one"":""BMW""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Origine""},{""group one"":""WW au Maroc""}]","8 CV","Diesel"
"1679942030-1800","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=046&price_min=0","Camera Icon7125 000 DHPeugeot 3008 Diesel 2011 DIWANAVoitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconOujda, Autre secteur","https://www.avito.ma/fr/autre_secteur/voitures/Peugeot_3008_Diesel_2011_DIWANA_52146956.htm","125 000 DH","Manuelle","Oujda","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Autre secteur""},{""group one"":""Modèle""},{""group one"":""3008""},{""group one"":""Kilométrage""},{""group one"":""180 000 - 189 999""},{""group one"":""Origine""},{""group one"":""Dédouanée""},{""group one"":""Marque""},{""group one"":""Peugeot""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Année-Modèle""},{""group one"":""2011""}]","Manuelle","6 CV"
"1679942033-1801","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=046&price_min=0","Camera Icon738 000 DHCitroen Xsara Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconRabat","https://www.avito.ma/fr/rabat/voitures/Citroen_Xsara__52342465.htm","38 000 DH","Automatique","Rabat","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""XSARA""},{""group one"":""Marque""},{""group one"":""Citroen""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Kilométrage""},{""group one"":""200 000 - 249 999""},{""group one"":""Année-Modèle""},{""group one"":""2001""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Première main""},{""group one"":""Non""}]","Automatique","6 CV"
"1679942037-1802","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=046&price_min=0","Camera Icon9130 000 DHalfa romeo giulietta 2016 1.6Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconCasablanca, Casablanca Finance City","https://www.avito.ma/fr/casablanca_finance_city/voitures/alfa_romeo_giulietta_2016_1_6_51766016.htm","130 000 DH","Diesel","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Casablanca Finance City""},{""group one"":""Modèle""},{""group one"":""Giulietta""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Kilométrage""},{""group one"":""140 000 - 149 999""},{""group one"":""Année-Modèle""},{""group one"":""2016""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Marque""},{""group one"":""Alfa Romeo""}]","Diesel","6 CV"
"1679942049-1803","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon738 000 DHRenault Mégane Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconRabat","https://www.avito.ma/fr/rabat/voitures/Renault_M%C3%A9gane__52342467.htm","38 000 DH","6 CV","Rabat","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Megane""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Marque""},{""group one"":""Renault""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""200 000 - 249 999""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Année-Modèle""},{""group one"":""2001""},{""group one"":""État""},{""group one"":""Très bon""}]","6 CV","Manuelle"
"1679942052-1804","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon7207 000 DHVOLKSWAGEN GOLF 7Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconRabat","https://www.avito.ma/fr/rabat/voitures/VOLKSWAGEN_GOLF_7_51853437.htm","207 000 DH","Automatique","Rabat","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""GOLF 7""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Année-Modèle""},{""group one"":""2018""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""100 000 - 109 999""},{""group one"":""Marque""},{""group one"":""Volkswagen""}]","Automatique","8 CV"
"1679942056-1805","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon14235 000 DHKia Sportage BVAVoitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconRabat, Hay el Fath","https://www.avito.ma/fr/hay_el_fath/voitures/Kia_Sportage_BVA_47340066.htm","235 000 DH","8 CV","Rabat","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Hay el Fath""},{""group one"":""Modèle""},{""group one"":""Sportage""},{""group one"":""Kilométrage""},{""group one"":""40 000 - 44 999""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2020""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Marque""},{""group one"":""Kia""},{""group one"":""État""},{""group one"":""Excellent""}]","8 CV","Automatique"
"1679942059-1806","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon650 000 DHPeugeot 2007Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconRabat","https://www.avito.ma/fr/rabat/voitures/Peugeot_2007_52338895.htm","50 000 DH","8 CV","Rabat","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Année-Modèle""},{""group one"":""2007""},{""group one"":""Kilométrage""},{""group one"":""200 000 - 249 999""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Modèle""},{""group one"":""207""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Marque""},{""group one"":""Peugeot""}]","8 CV","Manuelle"
"1679942063-1807","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon642 000 DHCitroen C3 Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconRabat","https://www.avito.ma/fr/rabat/voitures/Citroen_C3__52338621.htm","42 000 DH","Manuelle","Rabat","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""C3""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Kilométrage""},{""group one"":""180 000 - 189 999""},{""group one"":""Marque""},{""group one"":""Citroen""},{""group one"":""Année-Modèle""},{""group one"":""2004""}]","Manuelle","6 CV"
"1679942066-1808","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon8206 000 DHTalisman toit panoramique ouvrant finVoitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/Talisman_toit_panoramique_ouvrant_fin_52541679.htm","206 000 DH","Automatique","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Talisman""},{""group one"":""Kilométrage""},{""group one"":""120 000 - 129 999""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Marque""},{""group one"":""Renault""},{""group one"":""Année-Modèle""},{""group one"":""2017""}]","Automatique","Diesel"
"1679942069-1809","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon8275 000 DHMercedes C220 pack Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconMeknès","https://www.avito.ma/fr/mekn%C3%A8s/voitures/Mercedes_C220_pack__51559026.htm","275 000 DH","Manuelle","Meknès","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Kilométrage""},{""group one"":""190 000 - 199 999""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Modèle""},{""group one"":""220""},{""group one"":""Marque""},{""group one"":""Mercedes-Benz""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2014""},{""group one"":""Origine""},{""group one"":""Dédouanée""}]","Manuelle","Diesel"
"1679942072-1810","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon7115 000 DHSEAT ALTEA XLVoitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconTanger, Al Amal","https://www.avito.ma/fr/al_amal/voitures/SEAT_ALTEA_XL_48089999.htm","115 000 DH","Automatique","Tanger","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Al Amal""},{""group one"":""Modèle""},{""group one"":""ALTEA XL""},{""group one"":""Origine""},{""group one"":""Dédouanée""},{""group one"":""Kilométrage""},{""group one"":""250 000 - 299 999""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Marque""},{""group one"":""Seat""},{""group one"":""Année-Modèle""},{""group one"":""2017""}]","Automatique","Diesel"
"1679942078-1811","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon8112 000 DHhyundai accent sebagha lowela yed lowela marhba Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconTétouan, Wilaya","https://www.avito.ma/fr/wilaya/voitures/hyundai_accent_sebagha_lowela_yed_lowela_marhba__52630973.htm","112 000 DH","Diesel","Tétouan","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Wilaya""},{""group one"":""Modèle""},{""group one"":""Accent""},{""group one"":""Marque""},{""group one"":""Hyundai""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Année-Modèle""},{""group one"":""2017""},{""group one"":""Kilométrage""},{""group one"":""80 000 - 84 999""},{""group one"":""État""},{""group one"":""Très bon""}]","Diesel","Automatique"
"1679942082-1812","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon6198 000 DHGolf 7 automatique paks GTD particulier Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconCasablanca, 2 Mars","https://www.avito.ma/fr/2_mars/voitures/Golf_7_automatique_paks_GTD_particulier__52325937.htm","198 000 DH","Diesel","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""2 Mars""},{""group one"":""Modèle""},{""group one"":""GOLF 7""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Kilométrage""},{""group one"":""95 000 - 99 999""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Année-Modèle""},{""group one"":""2018""},{""group one"":""Marque""},{""group one"":""Volkswagen""}]","Diesel","Automatique"
"1679942085-1813","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon6198 000 DHFord Focus sport Automatique 2021Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/Ford_Focus_sport_Automatique_2021_48011282.htm","198 000 DH","Automatique","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Focus""},{""group one"":""Année-Modèle""},{""group one"":""2021""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Marque""},{""group one"":""Ford""},{""group one"":""Kilométrage""},{""group one"":""45 000 - 49 999""},{""group one"":""État""},{""group one"":""Excellent""}]","Automatique","Diesel"
"1679942088-1814","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon652 000 DHCitroen c5Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconRabat","https://www.avito.ma/fr/rabat/voitures/Citroen_c5_52360765.htm","52 000 DH","Manuelle","Rabat","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""C5""},{""group one"":""Année-Modèle""},{""group one"":""2008""},{""group one"":""Kilométrage""},{""group one"":""190 000 - 199 999""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Marque""},{""group one"":""Citroen""}]","Manuelle","6 CV"
"1679942092-1815","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon1198 000 DHVolkswagen polo Diesel 2013Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconFès, Narjis","https://www.avito.ma/fr/narjis/voitures/Volkswagen_polo_Diesel_2013_52583139.htm","98 000 DH","Manuelle","Fès","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Narjis""},{""group one"":""Modèle""},{""group one"":""Polo""},{""group one"":""Année-Modèle""},{""group one"":""2013""},{""group one"":""Marque""},{""group one"":""Volkswagen""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Kilométrage""},{""group one"":""130 000 - 139 999""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Origine""},{""group one"":""WW au Maroc""}]","Manuelle","6 CV"
"1679942095-1816","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon7117 000 DHCitroen c3 Diesel 2017Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconCasablanca, Aïn Chock","https://www.avito.ma/fr/ain_chock/voitures/Citroen_c3_Diesel_2017_52396093.htm","117 000 DH","Diesel","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Aïn Chock""},{""group one"":""Modèle""},{""group one"":""C3""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Kilométrage""},{""group one"":""80 000 - 84 999""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Année-Modèle""},{""group one"":""2017""},{""group one"":""Marque""},{""group one"":""Citroen""},{""group one"":""Première main""},{""group one"":""Oui""}]","Diesel","6 CV"
"1679942098-1817","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon8168 000 DHRenault Master 2017 L2H4Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/Renault_Master_2017_L2H4_48287239.htm","168 000 DH","Manuelle","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Master""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Marque""},{""group one"":""Renault""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Année-Modèle""},{""group one"":""2017""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Kilométrage""},{""group one"":""120 000 - 129 999""}]","Manuelle","Diesel"
"1679942101-1818","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon893 000 DHToyota verso Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconFès","https://www.avito.ma/fr/f%C3%A8s/voitures/Toyota_verso__52366298.htm","93 000 DH","Manuelle","Fès","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""VERSO""},{""group one"":""Kilométrage""},{""group one"":""0 - 4 999""},{""group one"":""Marque""},{""group one"":""Toyota""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Année-Modèle""},{""group one"":""2013""},{""group one"":""Origine""},{""group one"":""WW au Maroc""}]","Manuelle","Diesel"
"1679942105-1819","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon845 000 DHDaihatsu sirion Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconCasablanca, Autre secteur","https://www.avito.ma/fr/autre_secteur/voitures/Daihatsu_sirion__52423591.htm","45 000 DH","Manuelle","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Autre secteur""},{""group one"":""Modèle""},{""group one"":""Sirion""},{""group one"":""Marque""},{""group one"":""Daihatsu""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Kilométrage""},{""group one"":""85 000 - 89 999""},{""group one"":""Année-Modèle""},{""group one"":""2008""},{""group one"":""État""},{""group one"":""Bon""}]","Manuelle","Essence"
"1679942108-1820","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon4127 000 DHDacia dokker loureat climat 2021Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/Dacia_dokker_loureat_climat_2021_49886641.htm","127 000 DH","6 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Dokker""},{""group one"":""Année-Modèle""},{""group one"":""2021""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Kilométrage""},{""group one"":""40 000 - 44 999""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Marque""},{""group one"":""Dacia""}]","6 CV","Manuelle"
"1679942115-1821","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon8112 000 DHFord fiesta Diesel 2018Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconCasablanca, Autre secteur","https://www.avito.ma/fr/autre_secteur/voitures/Ford_fiesta_Diesel_2018_52170976.htm","112 000 DH","6 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Autre secteur""},{""group one"":""Modèle""},{""group one"":""Fiesta""},{""group one"":""Marque""},{""group one"":""Ford""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""55 000 - 59 999""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2018""}]","6 CV","Manuelle"
"1679942118-1822","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon6245 000 DHClasse c 220 bluetecVoitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconRabat, Hay Riad","https://www.avito.ma/fr/hay_riad/voitures/Classe_c_220_bluetec_52375531.htm","245 000 DH","Diesel","Rabat","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Hay Riad""},{""group one"":""Modèle""},{""group one"":""Classe C""},{""group one"":""Année-Modèle""},{""group one"":""2015""},{""group one"":""Origine""},{""group one"":""Importée neuve""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Marque""},{""group one"":""Mercedes-Benz""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Kilométrage""},{""group one"":""160 000 - 169 999""}]","Diesel","9 CV"
"1679942122-1823","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon8115 000 DHP. partner Tepee 6 porte climatVoitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/P__partner_Tepee_6_porte_climat_49855097.htm","115 000 DH","Manuelle","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Tepee""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Marque""},{""group one"":""Peugeot""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""50 000 - 54 999""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2019""},{""group one"":""État""},{""group one"":""Excellent""}]","Manuelle","6 CV"
"1679942125-1824","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon695 000 DHJukeVoitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconAgadir","https://www.avito.ma/fr/agadir/voitures/Juke_52630989.htm","95 000 DH","Diesel","Agadir","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Juke""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Marque""},{""group one"":""Nissan""},{""group one"":""Kilométrage""},{""group one"":""150 000 - 159 999""},{""group one"":""Année-Modèle""},{""group one"":""2010""}]","Diesel","null"
"1679942128-1825","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon8275 000 DHVolkswagen golf 7 plus Rline Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconTétouan","https://www.avito.ma/fr/t%C3%A9touan/voitures/Volkswagen_golf_7_plus_Rline__52395558.htm","275 000 DH","Automatique","Tétouan","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""GOLF 7""},{""group one"":""Marque""},{""group one"":""Volkswagen""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2018""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Kilométrage""},{""group one"":""140 000 - 149 999""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Origine""},{""group one"":""Dédouanée""}]","Automatique","Diesel"
"1679942132-1826","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon586 000 DHDacia dokker VAN 2018Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/Dacia_dokker_VAN_2018_51419184.htm","86 000 DH","Manuelle","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Dokker Van""},{""group one"":""Kilométrage""},{""group one"":""95 000 - 99 999""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Marque""},{""group one"":""Dacia""},{""group one"":""Année-Modèle""},{""group one"":""2018""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""État""},{""group one"":""Très bon""}]","Manuelle","6 CV"
"1679942134-1827","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=045&price_min=0","Camera Icon867 000 DHdacia Logan Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconFès","https://www.avito.ma/fr/f%C3%A8s/voitures/dacia_Logan__52551822.htm","67 000 DH","6 CV","Fès","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Logan""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Kilométrage""},{""group one"":""100 000 - 109 999""},{""group one"":""Année-Modèle""},{""group one"":""2017""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Marque""},{""group one"":""Dacia""}]","6 CV","Essence"
"1679942144-1828","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=044&price_min=0","Camera Icon6126 000 DHFiat Tipo diesel 1.3Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/Fiat_Tipo_diesel_1_3_52631026.htm","126 000 DH","Diesel","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""TIPO""},{""group one"":""Kilométrage""},{""group one"":""130 000 - 139 999""},{""group one"":""Année-Modèle""},{""group one"":""2019""},{""group one"":""Marque""},{""group one"":""Fiat""}]","Diesel","null"
"1679942148-1829","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=044&price_min=0","Camera Icon579 000 DHPatrol 3.0 di Voitures d'occasionTimeFill Iconil y a 6 heuresMapPinFill IconCasablanca, Les Princesses","https://www.avito.ma/fr/les_princesses/voitures/Patrol_3_0_di__52631028.htm","79 000 DH","Diesel","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Les Princesses""},{""group one"":""Modèle""},{""group one"":""PATROL""},{""group one"":""Kilométrage""},{""group one"":""350 000 - 399 999""},{""group one"":""Nombre de portes""},{""group one"":""3""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Origine""},{""group one"":""Dédouanée""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Année-Modèle""},{""group one"":""2004""},{""group one"":""Marque""},{""group one"":""Nissan""}]","Diesel","12 CV"
