web-scraper-order,web-scraper-start-url,cars,cars-href,price,carburant,Ville,group one,boite,puissance
"1679933148-1","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon8210 000 DHtiguan Rline 7ora Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconFquih Ben Saleh","https://www.avito.ma/fr/fquih_ben_saleh/voitures/tiguan_Rline_7ora__52620102.htm","210 000 DH","8 CV","Fquih Ben Saleh","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Tiguan""},{""group one"":""Marque""},{""group one"":""Volkswagen""},{""group one"":""Kilométrage""},{""group one"":""190 000 - 199 999""},{""group one"":""Origine""},{""group one"":""Dédouanée""},{""group one"":""Année-Modèle""},{""group one"":""2012""}]","8 CV","Diesel"
"1679933151-2","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon855 000 DHMercedes 190Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconDakhla","https://www.avito.ma/fr/dakhla/voitures/Mercedes_190_52620109.htm","55 000 DH","8 CV","Dakhla","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Kilométrage""},{""group one"":""250 000 - 299 999""},{""group one"":""Année-Modèle""},{""group one"":""2005""},{""group one"":""Modèle""},{""group one"":""190""},{""group one"":""Marque""},{""group one"":""Mercedes-Benz""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""Dédouanée""}]","8 CV","Manuelle"
"1679933154-3","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon587 000 DHdaciaVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconOuled Teïma","https://www.avito.ma/fr/ouled_teima/voitures/dacia_52620123.htm","87 000 DH","Diesel","Ouled Teïma","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Lodgy""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Année-Modèle""},{""group one"":""2012""},{""group one"":""Kilométrage""},{""group one"":""0 - 4 999""},{""group one"":""Marque""},{""group one"":""Dacia""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Première main""},{""group one"":""Oui""}]","Diesel","6 CV"
"1679933157-4","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon254 000 DHMadza 2 Essence en Bon Etat Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconEl Jadida, Centre","https://www.avito.ma/fr/centre/voitures/Madza_2_Essence_en_Bon_Etat__47158315.htm","54 000 DH","8 CV","El Jadida","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Centre""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Modèle""},{""group one"":""2""},{""group one"":""Kilométrage""},{""group one"":""120 000 - 129 999""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Année-Modèle""},{""group one"":""2008""},{""group one"":""Marque""},{""group one"":""Mazda""}]","8 CV","Manuelle"
"1679933160-5","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon8159 000 DHRenault kadjar Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca, Centre Ville","https://www.avito.ma/fr/centre_ville/voitures/Renault_kadjar__52344168.htm","159 000 DH","6 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Centre Ville""},{""group one"":""Modèle""},{""group one"":""Kadjar""},{""group one"":""Année-Modèle""},{""group one"":""2016""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Marque""},{""group one"":""Renault""},{""group one"":""Kilométrage""},{""group one"":""80 000 - 84 999""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Première main""},{""group one"":""Oui""}]","6 CV","Manuelle"
"1679933162-6","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon7102 000 DHDacia Dokker 1mVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/Dacia_Dokker_1m_52620140.htm","102 000 DH","6 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Dokker""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Année-Modèle""},{""group one"":""2017""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Marque""},{""group one"":""Dacia""},{""group one"":""Kilométrage""},{""group one"":""100 000 - 109 999""},{""group one"":""Origine""},{""group one"":""WW au Maroc""}]","6 CV","Manuelle"
"1679933169-7","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon8127 000 DHFord Fiesta titanium Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconSalé","https://www.avito.ma/fr/sal%C3%A9/voitures/Ford_Fiesta_titanium__52620150.htm","127 000 DH","Diesel","Salé","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Fiesta""},{""group one"":""Kilométrage""},{""group one"":""110 000 - 119 999""},{""group one"":""Année-Modèle""},{""group one"":""2017""},{""group one"":""Marque""},{""group one"":""Ford""}]","Diesel","null"
"1679933171-8","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon7106 000 DHDacia Duster diesel toutes options Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca, Aïn Sebaâ","https://www.avito.ma/fr/ain_sebaa/voitures/Dacia_Duster_diesel_toutes_options__52620149.htm","106 000 DH","6 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Aïn Sebaâ""},{""group one"":""Modèle""},{""group one"":""Duster""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2015""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Marque""},{""group one"":""Dacia""},{""group one"":""Kilométrage""},{""group one"":""140 000 - 149 999""}]","6 CV","Manuelle"
"1679933174-9","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon8120 000 DHcitroen C-ElyséeVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconFès","https://www.avito.ma/fr/f%C3%A8s/voitures/citroen_C_Elys%C3%A9e_52620153.htm","120 000 DH","Manuelle","Fès","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""C-Elysée""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Année-Modèle""},{""group one"":""2021""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Kilométrage""},{""group one"":""35 000 - 39 999""},{""group one"":""Marque""},{""group one"":""Citroen""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""État""},{""group one"":""6""}]","Manuelle","null"
"1679933176-10","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon8159 000 DHPorsche Cayenne reprise OKVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconFès","https://www.avito.ma/fr/f%C3%A8s/voitures/Porsche_Cayenne_reprise_OK_51157550.htm","159 000 DH","12 CV","Fès","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Cayenne""},{""group one"":""Kilométrage""},{""group one"":""120 000 - 129 999""},{""group one"":""Année-Modèle""},{""group one"":""2010""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Marque""},{""group one"":""Porsche""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Première main""},{""group one"":""Oui""}]","12 CV","Diesel"
"1679933179-11","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon8139 000 DHFord Kuga diesel reprise OKVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconFès","https://www.avito.ma/fr/f%C3%A8s/voitures/Ford_Kuga_diesel_reprise_OK_51794499.htm","139 000 DH","8 CV","Fès","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Kuga""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""130 000 - 139 999""},{""group one"":""Année-Modèle""},{""group one"":""2014""},{""group one"":""Marque""},{""group one"":""Ford""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Première main""},{""group one"":""Oui""}]","8 CV","Diesel"
"1679933181-12","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon895 000 DHDacia Logan diesel reprise OKVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconFès","https://www.avito.ma/fr/f%C3%A8s/voitures/Dacia_Logan_diesel_reprise_OK_52257727.htm","95 000 DH","Manuelle","Fès","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Logan""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""60 000 - 64 999""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2019""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Marque""},{""group one"":""Dacia""},{""group one"":""Première main""},{""group one"":""Oui""}]","Manuelle","Diesel"
"1679933184-13","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon565 000 DHVoitures d'occasion à CasablancaVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca, Aïn Chock","https://www.avito.ma/fr/ain_chock/voitures/Voitures_d_occasion_%C3%A0_Casablanca_52620189.htm","65 000 DH","Manuelle","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Aïn Chock""},{""group one"":""Modèle""},{""group one"":""i 10""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Année-Modèle""},{""group one"":""2013""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Marque""},{""group one"":""Hyundai""},{""group one"":""Kilométrage""},{""group one"":""190 000 - 199 999""}]","Manuelle","6 CV"
"1679933186-14","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon6185 000 DHVoitures d'occasion à CasablancaVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca, Oasis","https://www.avito.ma/fr/oasis/voitures/Voitures_d_occasion_%C3%A0_Casablanca_52620206.htm","185 000 DH","Diesel","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Oasis""},{""group one"":""Modèle""},{""group one"":""A6""},{""group one"":""Kilométrage""},{""group one"":""250 000 - 299 999""},{""group one"":""Année-Modèle""},{""group one"":""2014""},{""group one"":""Marque""},{""group one"":""Audi""}]","Diesel","Automatique"
"1679933189-15","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon5179 000 DHmercedes c220 PAK amgVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconKhouribga","https://www.avito.ma/fr/khouribga/voitures/mercedes_c220_PAK_amg_52620214.htm","179 000 DH","9 CV","Khouribga","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""220""},{""group one"":""Marque""},{""group one"":""Mercedes-Benz""},{""group one"":""Kilométrage""},{""group one"":""190 000 - 199 999""},{""group one"":""Origine""},{""group one"":""Dédouanée""},{""group one"":""Année-Modèle""},{""group one"":""2013""}]","9 CV","Diesel"
"1679933191-16","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon4100 000 DHBerlingo.  Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconMissour, Toute la ville","https://www.avito.ma/fr/missour/voitures/Berlingo____52620244.htm","100 000 DH","Manuelle","Missour","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Toute la ville""},{""group one"":""Modèle""},{""group one"":""Berlingo""},{""group one"":""Marque""},{""group one"":""Citroen""},{""group one"":""Année-Modèle""},{""group one"":""2012""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""110 000 - 119 999""},{""group one"":""État""},{""group one"":""Bon""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Nombre de portes""},{""group one"":""5""}]","Manuelle","Diesel"
"1679933196-17","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon8108 000 DHPeugeot 208 Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconFès","https://www.avito.ma/fr/f%C3%A8s/voitures/Peugeot_208__52591200.htm","108 000 DH","6 CV","Fès","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Année-Modèle""},{""group one"":""2018""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Kilométrage""},{""group one"":""0 - 4 999""},{""group one"":""Modèle""},{""group one"":""208""},{""group one"":""Marque""},{""group one"":""Peugeot""}]","6 CV","Diesel"
"1679933199-18","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon8128 000 DHDacia Duster diesel Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconFès","https://www.avito.ma/fr/f%C3%A8s/voitures/Dacia_Duster_diesel__52346581.htm","128 000 DH","Manuelle","Fès","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Duster""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""150 000 - 159 999""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Marque""},{""group one"":""Dacia""},{""group one"":""Année-Modèle""},{""group one"":""2018""}]","Manuelle","6 CV"
"1679933202-19","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon8138 000 DHFord focus Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconFès","https://www.avito.ma/fr/f%C3%A8s/voitures/Ford_focus__51363593.htm","138 000 DH","6 CV","Fès","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Focus""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Marque""},{""group one"":""Ford""},{""group one"":""Kilométrage""},{""group one"":""95 000 - 99 999""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""État""},{""group one"":""6""},{""group one"":""Année-Modèle""},{""group one"":""2015""},{""group one"":""Nombre de portes""},{""group one"":""5""}]","6 CV","Manuelle"
"1679933205-20","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon445 000 DHVoiture Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca, Hay Hassani","https://www.avito.ma/fr/hay_hassani/voitures/Voiture__52620276.htm","45 000 DH","Manuelle","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Hay Hassani""},{""group one"":""Modèle""},{""group one"":""Partner""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Kilométrage""},{""group one"":""0 - 4 999""},{""group one"":""Année-Modèle""},{""group one"":""2004""},{""group one"":""Marque""},{""group one"":""Peugeot""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Origine""},{""group one"":""WW au Maroc""}]","Manuelle","6 CV"
"1679933208-21","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon652 000 DH SwiftVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/_Swift_52620278.htm","52 000 DH","Manuelle","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Swift""},{""group one"":""Marque""},{""group one"":""Suzuki""},{""group one"":""Kilométrage""},{""group one"":""0 - 4 999""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2007""}]","Manuelle","7 CV"
"1679933210-22","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon6142 000 DHVolkswagen Golf 7 100 000 kmVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/Volkswagen_Golf_7_100_000_km_52110613.htm","142 000 DH","8 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""GOLF 7""},{""group one"":""Marque""},{""group one"":""Volkswagen""},{""group one"":""Année-Modèle""},{""group one"":""2013""},{""group one"":""Kilométrage""},{""group one"":""95 000 - 99 999""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Nombre de portes""},{""group one"":""5""}]","8 CV","Manuelle"
"1679933213-23","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon575 000 DHVoitures d'occasion à MarrakechVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconMarrakech, Hay Al Hassani","https://www.avito.ma/fr/hay_al_hassani/voitures/Voitures_d_occasion_%C3%A0_Marrakech_52620280.htm","75 000 DH","Manuelle","Marrakech","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Hay Al Hassani""},{""group one"":""Modèle""},{""group one"":""Swift""},{""group one"":""Kilométrage""},{""group one"":""180 000 - 189 999""},{""group one"":""Marque""},{""group one"":""Suzuki""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Année-Modèle""},{""group one"":""2014""}]","Manuelle","7 CV"
"1679933215-24","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon8112 000 DHRenault Clio 4 Intense 50 000 kmVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/Renault_Clio_4_Intense_50_000_km_51753097.htm","112 000 DH","6 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Clio""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""50 000 - 54 999""},{""group one"":""Année-Modèle""},{""group one"":""2015""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Marque""},{""group one"":""Renault""}]","6 CV","Manuelle"
"1679933218-25","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon884 000 DHRenault kangoo Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconFès","https://www.avito.ma/fr/f%C3%A8s/voitures/Renault_kangoo__52303663.htm","84 000 DH","Manuelle","Fès","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Kangoo""},{""group one"":""Kilométrage""},{""group one"":""150 000 - 159 999""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Année-Modèle""},{""group one"":""2010""},{""group one"":""Marque""},{""group one"":""Renault""}]","Manuelle","6 CV"
"1679933221-26","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon6247 000 DHVolkswagen GTD Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconFès","https://www.avito.ma/fr/f%C3%A8s/voitures/Volkswagen_GTD__52194842.htm","247 000 DH","Automatique","Fès","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""GOLF 7""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Année-Modèle""},{""group one"":""2015""},{""group one"":""Marque""},{""group one"":""Volkswagen""},{""group one"":""Origine""},{""group one"":""Dédouanée""},{""group one"":""Kilométrage""},{""group one"":""110 000 - 119 999""}]","Automatique","8 CV"
"1679933224-27","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon463 498 DH207 essence à FèsVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconFès, Route de Sefrou","https://www.avito.ma/fr/route_de_sefrou/voitures/207_essence_%C3%A0_F%C3%A8s_52620322.htm","63 498 DH","Manuelle","Fès","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Route de Sefrou""},{""group one"":""Kilométrage""},{""group one"":""110 000 - 119 999""},{""group one"":""Marque""},{""group one"":""Peugeot""},{""group one"":""État""},{""group one"":""Correct""},{""group one"":""Modèle""},{""group one"":""207""},{""group one"":""Année-Modèle""},{""group one"":""2012""},{""group one"":""Origine""},{""group one"":""WW au Maroc""}]","Manuelle","Essence"
"1679933226-28","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","142 000 DHFord focusVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca, Aïn Chock","https://www.avito.ma/fr/ain_chock/voitures/Ford_focus_52620326.htm","142 000 DH","6 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Aïn Chock""},{""group one"":""Modèle""},{""group one"":""Focus""},{""group one"":""Année-Modèle""},{""group one"":""2016""},{""group one"":""Marque""},{""group one"":""Ford""},{""group one"":""Kilométrage""},{""group one"":""95 000 - 99 999""},{""group one"":""État""},{""group one"":""Très bon""}]","6 CV","Diesel"
"1679933229-29","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon8380 000 DHVoitures d'occasion à CasablancaVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca, Aïn Sebaâ","https://www.avito.ma/fr/ain_sebaa/voitures/Voitures_d_occasion_%C3%A0_Casablanca_52620329.htm","380 000 DH","8 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Aïn Sebaâ""},{""group one"":""Modèle""},{""group one"":""a5_sportback""},{""group one"":""Année-Modèle""},{""group one"":""2017""},{""group one"":""Kilométrage""},{""group one"":""190 000 - 199 999""},{""group one"":""Marque""},{""group one"":""Audi""},{""group one"":""Origine""},{""group one"":""Importée neuve""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Première main""},{""group one"":""Non""}]","8 CV","Diesel"
"1679933235-30","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon895 000 DHسيارة للبيع   Sandero stepway 2014Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconTanger","https://www.avito.ma/fr/tanger/voitures/%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9_%D9%84%D9%84%D8%A8%D9%8A%D8%B9___Sandero_stepway_2014_52620341.htm","95 000 DH","Diesel","Tanger","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""sandero_stepway""},{""group one"":""État""},{""group one"":""Bon""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""10 000 - 14 999""},{""group one"":""Marque""},{""group one"":""Dacia""},{""group one"":""Année-Modèle""},{""group one"":""2014""},{""group one"":""Nombre de portes""},{""group one"":""5""}]","Diesel","Manuelle"
"1679933237-31","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon6129 999 DHFiat freemont Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca, Sidi Maarouf","https://www.avito.ma/fr/sidi_maarouf/voitures/Fiat_freemont__52620346.htm","129 999 DH","Diesel","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Sidi Maarouf""},{""group one"":""Modèle""},{""group one"":""FREEMONT""},{""group one"":""Kilométrage""},{""group one"":""95 000 - 99 999""},{""group one"":""Année-Modèle""},{""group one"":""2014""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Marque""},{""group one"":""Fiat""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Excellent""}]","Diesel","Automatique"
"1679933240-32","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon8148 000 DHRenault Megane 4 Voitures d'occasion à CasablancaVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca, Sidi Bernoussi","https://www.avito.ma/fr/sidi_bernoussi/voitures/Renault_Megane_4_Voitures_d_occasion_%C3%A0_Casablanca_52620409.htm","148 000 DH","8 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Sidi Bernoussi""},{""group one"":""Modèle""},{""group one"":""megane_4""},{""group one"":""Kilométrage""},{""group one"":""60 000 - 64 999""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Marque""},{""group one"":""Renault""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Année-Modèle""},{""group one"":""2018""}]","8 CV","Diesel"
